Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Treadmill Running,2018-12-25 15:25:00,false,"Cruise Run","4.50","441","00:41:00","--","--","--","--","--","9:07","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","41:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-24 15:24:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-23 15:20:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-12-21 09:26:17,false,"Los Angeles Running","7.50","676","01:04:27","159","172","3.8","181","190","8:35","7:21","91","95","1.03","0.0","0.0","0.0","0.0","0.0","1:04:27","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-20 15:20:00,false,"Cruise Run","4.00","405","00:36:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","36:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-19 15:19:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-17 15:18:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-16 15:17:00,false,"Cruise Run","4.00","405","00:36:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","36:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-15 15:13:00,false,"Cruise Run","6.00","608","00:54:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","54:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-09 10:48:23,false,"Treadmill Running","4.29","249","00:35:30","128","138","1.8","186","193","8:16","7:12","--","--","1.05","0.0","0.0","0.0","0.0","0.0","35:30","0:00","0.0","0:00","No","00:00.00","5","0.0"
Treadmill Running,2018-12-07 10:00:28,false,"Treadmill Running","6.01","471","00:49:51","151","187","3.0","185","194","8:18","7:11","--","--","1.05","0.0","0.0","0.0","0.0","0.0","49:51","0:00","0.0","0:00","No","00:00.00","7","0.0"
Treadmill Running,2018-12-04 16:21:35,false,"Treadmill Running","5.56","425","00:46:18","147","161","2.8","184","196","8:20","6:55","--","--","1.05","0.0","0.0","0.0","0.0","0.0","46:18","0:00","0.0","0:00","No","00:00.00","6","0.0"
Treadmill Running,2018-12-03 09:12:51,false,"Treadmill Running","4.41","318","00:35:43","143","155","2.4","185","194","8:06","7:11","--","--","1.07","0.0","0.0","0.0","0.0","0.0","35:43","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-12-02 08:56:26,false,"Running","7.49","217","00:22:36","149","178","2.4","172","180","3:01","2:40","115","381","3.12","0.0","0.0","0.0","0.0","0.0","22:36","0:00","0.0","0:00","No","00:00.00","11","0.0"
Running,2018-11-29 15:46:05,false,"Hillsborough County Running","5.57","501","00:47:38","159","166","3.5","182","192","8:33","7:55","15","13","1.03","0.0","0.0","0.0","0.0","0.0","47:38","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-11-28 06:49:13,false,"Hillsborough County Running","5.02","446","00:43:34","155","166","3.3","182","191","8:41","8:04","10","10","1.02","0.0","0.0","0.0","0.0","0.0","43:34","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-11-26 07:57:52,false,"Hillsborough County Running","4.10","385","00:36:39","156","166","3.3","182","190","8:56","8:20","13","7","0.99","0.0","0.0","0.0","0.0","0.0","36:39","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-11-25 08:44:25,false,"Hillsborough County Running","8.01","720","01:11:48","153","170","3.5","182","188","8:58","8:13","28","22","0.99","0.0","0.0","0.0","0.0","0.0","1:11:48","0:00","0.0","0:00","No","00:00.00","9","0.0"
Running,2018-11-23 08:42:51,false,"Hillsborough County Running","5.01","426","00:43:02","151","165","3.1","185","192","8:36","8:17","8","7","1.02","0.0","0.0","0.0","0.0","0.0","43:02","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-11-22 08:31:18,false,"Hillsborough County Running","6.00","522","00:53:08","151","164","3.1","184","192","8:51","8:19","10","10","0.99","0.0","0.0","0.0","0.0","0.0","53:08","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-11-21 06:27:54,false,"Hillsborough County Running","4.50","413","00:39:18","158","187","3.2","179","190","8:44","8:11","9","9","1.03","0.0","0.0","0.0","0.0","0.0","39:18","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-11-18 07:01:43,false,"3 Daughters St. Pete Half Marathon","13.23","1,140","01:55:36","158","198","3.6","181","229","8:44","6:37","79","82","1.02","0.0","0.0","0.0","--","0.0","1:55:36","0:00","0.0","0:00","No","00:00.00","14","0.0"
Running,2018-11-15 07:45:28,false,"Hillsborough County Running","4.01","343","00:34:46","149","162","2.8","183","192","8:40","7:45","10","10","1.01","0.0","0.0","0.0","0.0","0.0","34:46","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-11-14 07:17:59,false,"Hillsborough County Running","4.51","375","00:39:50","146","160","2.7","182","190","8:50","8:21","10","10","1.00","0.0","0.0","0.0","0.0","0.0","39:50","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-11-13 07:30:52,false,"Hillsborough County Running","5.01","423","00:44:07","150","179","2.9","181","192","8:49","8:19","10","10","1.01","0.0","0.0","0.0","0.0","0.0","44:07","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-11-11 07:47:09,false,"Hillsborough County Running","11.01","928","01:37:16","153","172","3.4","186","196","8:50","8:13","23","23","0.98","0.0","0.0","0.0","0.0","0.0","1:37:16","0:00","0.0","0:00","No","00:00.00","12","0.0"
Running,2018-11-10 07:30:55,false,"Hillsborough County Running","5.01","455","00:44:03","155","176","3.3","182","190","8:48","8:23","10","10","1.01","0.0","0.0","0.0","0.0","0.0","44:03","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-11-08 07:44:59,false,"Hillsborough County Running","7.02","611","01:02:26","151","170","3.3","178","196","8:53","7:50","23","23","1.02","0.0","0.0","0.0","0.0","0.0","1:02:26","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2018-11-07 07:55:16,false,"Hillsborough County Running","5.01","433","00:44:31","150","186","3.0","181","190","8:53","8:20","10","10","1.00","0.0","0.0","0.0","0.0","0.0","44:31","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-11-04 08:24:40,false,"Hillsborough County Running","10.01","868","01:28:07","154","175","3.5","185","247","8:48","7:30","23","23","0.99","0.0","0.0","0.0","0.0","0.0","1:28:07","0:00","0.0","0:00","No","00:00.00","11","0.0"
Running,2018-11-03 06:02:45,false,"Hillsborough County Running","5.02","412","00:45:25","146","166","2.6","182","190","9:02","8:23","10","10","0.98","0.0","0.0","0.0","0.0","0.0","45:25","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-11-02 06:42:51,false,"Hillsborough County Running","5.01","421","00:45:37","148","178","2.7","182","192","9:06","8:04","10","10","0.97","0.0","0.0","0.0","0.0","0.0","45:37","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-10-31 05:23:30,false,"Hillsborough County Running","7.01","601","01:03:56","150","164","3.0","181","190","9:07","8:21","10","10","0.98","0.0","0.0","0.0","0.0","0.0","1:03:56","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2018-10-30 06:44:50,false,"Hillsborough County Running","5.00","430","00:45:06","149","169","2.9","180","237","9:01","8:13","10","10","0.99","0.0","0.0","0.0","0.0","0.0","45:06","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-10-28 10:19:32,false,"Hillsborough County Running","9.01","733","01:19:58","150","162","3.0","185","195","8:53","8:07","16","16","0.98","0.0","0.0","0.0","0.0","0.0","1:19:58","0:00","0.0","0:00","No","00:00.00","10","0.0"
Running,2018-10-27 08:57:47,false,"Hillsborough County Running","5.01","429","00:45:06","149","170","3.1","183","242","9:00","8:27","10","10","0.97","0.0","0.0","0.0","0.0","0.0","45:06","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-10-25 08:59:03,false,"Hillsborough County Running","4.50","401","00:40:00","154","172","3.2","183","194","8:53","8:23","9","9","0.99","0.0","0.0","0.0","0.0","0.0","40:00","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-24 08:48:15,false,"Hillsborough County Running","7.01","627","01:02:55","155","171","3.5","184","194","8:59","8:23","10","11","0.97","0.0","0.0","0.0","0.0","0.0","1:02:55","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2018-10-23 08:31:45,false,"Hillsborough County Running","4.50","398","00:40:02","154","179","3.1","181","194","8:53","8:21","10","10","1.00","0.0","0.0","0.0","0.0","0.0","40:02","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-21 08:28:57,false,"Hillsborough County Running","7.77","717","01:12:22","155","173","3.5","179","190","9:19","8:03","10","10","0.97","0.0","0.0","0.0","0.0","0.0","1:12:22","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2018-10-20 09:02:25,false,"Hillsborough County Running","4.01","372","00:36:00","156","172","3.2","179","190","8:59","8:38","318","397","1.00","0.0","0.0","0.0","0.0","0.0","36:00","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-19 08:00:59,false,"Cobb County Running","4.50","383","00:41:30","147","162","2.7","177","183","9:13","8:46","67","69","0.98","0.0","0.0","0.0","0.0","0.0","41:30","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-17 10:16:22,false,"Cobb County Running","7.01","621","01:01:43","156","191","3.5","184","192","8:49","8:16","24","19","0.99","0.0","0.0","0.0","0.0","0.0","1:01:43","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2018-10-16 09:34:19,false,"Cobb County Running","4.52","427","00:40:32","159","191","3.4","180","186","8:59","8:20","102","106","1.00","0.0","0.0","0.0","0.0","0.0","40:32","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-14 08:50:48,false,"Cobb County Running","8.01","657","01:11:41","149","159","2.8","179","192","8:57","7:50","32","31","1.01","0.0","0.0","0.0","0.0","0.0","1:11:41","0:00","0.0","0:00","No","00:00.00","9","0.0"
Running,2018-10-13 10:20:40,false,"Cobb County Running","4.02","351","00:34:36","155","175","3.1","182","190","8:36","8:02","64","64","1.03","0.0","0.0","0.0","0.0","0.0","34:36","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-11 08:21:36,false,"Cobb County Running","4.03","361","00:36:44","153","191","3.0","179","186","9:07","8:39","61","56","0.98","0.0","0.0","0.0","0.0","0.0","36:44","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-10 09:43:20,false,"Cobb County Running","6.01","536","00:52:21","158","180","3.6","185","192","8:43","8:06","17","13","1.00","0.0","0.0","0.0","0.0","0.0","52:21","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-10-09 09:05:05,false,"Cobb County Running","4.02","358","00:35:20","155","179","3.1","180","195","8:48","8:06","79","83","1.02","0.0","0.0","0.0","0.0","0.0","35:20","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-07 08:43:55,false,"Cobb County Running","8.01","707","01:13:18","153","178","3.4","172","190","9:09","7:54","53","51","1.02","0.0","0.0","0.0","0.0","0.0","1:13:18","0:00","0.0","0:00","No","00:00.00","9","0.0"
Treadmill Running,2018-10-06 08:47:18,false,"Treadmill Running","3.03","285","00:27:29","157","167","3.0","181","243","9:04","6:47","--","--","0.98","0.0","0.0","0.0","0.0","0.0","27:29","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-10-04 09:16:08,false,"Cobb County Running","4.04","318","00:36:08","144","154","2.6","180","190","8:57","8:26","62","62","1.00","0.0","0.0","0.0","0.0","0.0","36:08","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-03 09:22:46,false,"Cobb County Running","6.01","514","00:54:36","154","175","3.2","181","188","9:05","8:32","20","17","0.98","0.0","0.0","0.0","0.0","0.0","54:36","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-10-02 09:01:33,false,"Cobb County Running","4.03","354","00:36:55","152","196","3.1","178","188","9:10","8:36","52","55","0.99","0.0","0.0","0.0","0.0","0.0","36:55","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-09-30 09:01:42,false,"Cobb County Running","7.01","639","01:05:12","155","171","3.4","179","186","9:18","8:43","28","22","0.97","0.0","0.0","0.0","0.0","0.0","1:05:12","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2018-09-29 10:07:29,false,"Cobb County Running","3.02","258","00:26:50","153","167","2.9","179","186","8:53","8:16","17","23","1.01","0.0","0.0","0.0","0.0","0.0","26:50","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-27 10:20:46,false,"Cobb County Running","3.51","303","00:32:16","151","174","3.0","179","186","9:12","8:32","75","69","0.98","0.0","0.0","0.0","0.0","0.0","32:16","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-26 09:22:32,false,"Cobb County Running","5.01","440","00:43:56","159","180","3.6","179","186","8:46","8:20","13","10","1.03","0.0","0.0","0.0","0.0","0.0","43:56","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-09-25 10:33:07,false,"Cobb County Running","3.50","314","00:31:18","157","180","3.1","179","190","8:57","8:17","61","56","1.01","0.0","0.0","0.0","0.0","0.0","31:18","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-23 09:58:13,false,"Pittsburgh Running","6.05","530","00:54:16","156","175","3.4","180","194","8:58","7:50","51","50","1.00","0.0","0.0","0.0","0.0","0.0","54:16","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-09-20 10:36:23,false,"Pittsburgh Running","4.03","347","00:40:22","145","164","2.5","172","190","10:02","8:20","68","61","0.93","0.0","0.0","0.0","0.0","0.0","40:22","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-09-19 08:13:23,false,"Cobb County Running","5.01","430","00:45:07","152","183","3.2","181","188","9:00","8:16","15","14","0.99","0.0","0.0","0.0","0.0","0.0","45:07","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-09-18 08:41:59,false,"Cobb County Running","3.50","306","00:31:09","155","186","3.1","179","188","8:53","8:20","61","62","1.01","0.0","0.0","0.0","0.0","0.0","31:09","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-16 09:01:43,false,"Cobb County Running","5.01","411","00:44:36","151","163","3.1","183","190","8:54","8:17","13","10","0.99","0.0","0.0","0.0","0.0","0.0","44:36","0:00","0.0","0:00","No","00:00.00","6","0.0"
Treadmill Running,2018-09-15 10:55:10,false,"Treadmill Running","3.09","266","00:27:41","154","171","3.0","186","194","8:58","8:24","--","--","0.97","0.0","0.0","0.0","0.0","0.0","27:41","0:00","0.0","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-09-13 10:25:30,false,"Treadmill Running","3.02","271","00:27:43","156","184","3.0","180","188","9:10","8:02","--","--","0.97","0.0","0.0","0.0","0.0","0.0","27:43","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-12 09:03:41,false,"Cobb County Running","4.01","357","00:37:05","153","185","3.2","179","188","9:15","8:32","49","46","0.97","0.0","0.0","0.0","0.0","0.0","37:05","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-09-11 11:27:25,false,"Cobb County Running","3.51","327","00:31:34","159","184","3.3","179","188","9:00","7:49","46","44","1.00","0.0","0.0","0.0","0.0","0.0","31:34","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-08 10:49:20,false,"Buffalo County Running","5.01","430","00:43:23","157","181","3.4","182","192","8:39","8:10","19","27","1.02","0.0","0.0","0.0","0.0","0.0","43:23","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-09-06 09:23:23,false,"Buffalo County Running","4.19","374","00:36:05","165","185","3.5","182","200","8:37","7:41","--","3","1.02","0.0","0.0","0.0","0.0","0.0","36:05","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-09-05 09:11:32,false,"Buffalo County Running","4.03","345","00:36:41","154","198","3.3","180","192","9:06","8:19","15","11","0.98","0.0","0.0","0.0","0.0","0.0","36:41","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-09-04 07:26:05,false,"Kearney Running","4.01","388","00:37:30","164","184","3.8","171","182","9:22","8:26","3","3","1.00","0.0","0.0","0.0","0.0","0.0","37:30","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-09-02 08:57:28,false,"Kearney Running","5.51","495","00:50:03","160","188","4.0","180","190","9:05","8:26","20","20","0.99","0.0","0.0","0.0","0.0","0.0","50:03","0:00","0.0","0:00","No","00:00.00","6","0.0"
Treadmill Running,2018-08-31 09:20:00,false,"Treadmill Running","3.00","268","00:28:00","159","187","--","--","--","9:20","2:14","--","--","0.00","0.0","0.0","0.0","0.0","0.0","28:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-08-30 07:42:45,false,"Kearney Running","4.01","349","00:37:02","159","187","3.6","174","217","9:14","8:09","3","3","1.00","0.0","0.0","0.0","0.0","0.0","37:02","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-28 08:23:03,false,"Kearney Running","4.01","354","00:38:11","157","170","3.7","177","183","9:32","8:23","14","14","0.95","0.0","0.0","0.0","0.0","0.0","38:11","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-27 08:30:36,false,"Kearney Running","4.01","357","00:37:03","163","178","3.8","176","182","9:15","8:21","13","13","0.99","0.0","0.0","0.0","0.0","0.0","37:03","0:00","0.0","0:00","No","00:00.00","5","0.0"
Treadmill Running,2018-08-22 09:11:08,false,"Treadmill Running","4.03","316","00:37:25","148","161","3.0","181","243","9:17","6:53","--","--","0.96","0.0","0.0","0.0","0.0","0.0","37:25","0:00","0.0","0:00","No","00:00.00","5","0.0"
Treadmill Running,2018-08-21 09:44:13,false,"Treadmill Running","4.02","356","00:37:49","161","188","3.7","179","190","9:24","6:50","--","--","0.95","0.0","0.0","0.0","0.0","0.0","37:49","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-17 08:15:07,false,"Seattle Running","4.02","350","00:38:06","157","184","3.4","176","181","9:29","8:10","21","19","0.96","0.0","0.0","0.0","0.0","0.0","38:06","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-15 07:04:52,false,"Seattle Running","4.02","365","00:37:17","166","186","3.8","176","186","9:17","6:59","8","8","0.99","0.0","0.0","0.0","0.0","0.0","37:17","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-13 08:48:57,false,"Cobb County Running","3.14","286","00:29:47","161","186","3.3","173","180","9:30","8:49","33","32","0.98","0.0","0.0","0.0","0.0","0.0","29:47","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-08-03 10:58:46,false,"Cobb County Running","4.02","367","00:38:13","161","176","3.6","176","184","9:31","8:29","87","81","0.96","0.0","0.0","0.0","0.0","0.0","38:13","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-07-31 07:40:15,false,"Huntersville Running","3.50","296","00:32:39","157","193","3.2","177","184","9:20","8:33","126","121","0.98","0.0","0.0","0.0","0.0","0.0","32:39","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-29 08:32:17,false,"Pittsburgh Running","2.21","192","00:20:55","157","166","3.0","176","186","9:27","7:27","32","23","0.97","0.0","0.0","0.0","0.0","0.0","20:55","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-07-28 09:07:18,false,"Pittsburgh Running","5.01","449","00:47:43","162","181","4.0","177","186","9:32","8:41","87","94","0.95","0.0","0.0","0.0","0.0","0.0","47:43","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-07-26 09:07:29,false,"Pittsburgh Running","3.41","305","00:32:24","160","175","3.7","177","184","9:31","7:55","58","58","0.95","0.0","0.0","0.0","0.0","0.0","32:24","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-25 09:55:01,false,"Pittsburgh Running","4.01","351","00:38:14","159","174","3.8","176","182","9:32","7:40","74","75","0.96","0.0","0.0","0.0","0.0","0.0","38:14","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-07-23 09:44:39,false,"Pittsburgh Running","4.01","367","00:37:44","167","194","4.3","176","182","9:25","8:14","1,220","1,296","0.97","0.0","0.0","0.0","0.0","0.0","37:44","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-07-21 11:33:07,false,"Pittsburgh Running","3.12","283","00:29:48","160","193","3.6","174","182","9:33","6:05","77","77","0.93","0.0","0.0","0.0","0.0","0.0","29:48","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-20 10:33:40,false,"Pittsburgh Running","3.50","336","00:33:40","166","181","4.0","174","182","9:37","7:54","41","43","0.96","0.0","0.0","0.0","0.0","0.0","33:40","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-18 11:17:23,false,"Pittsburgh Running","3.01","300","00:29:23","166","190","3.8","175","242","9:46","8:32","61","54","0.94","0.0","0.0","0.0","0.0","0.0","29:23","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-16 09:16:34,false,"Pittsburgh Running","2.90","297","00:28:03","169","189","3.8","174","180","9:41","8:24","13","16","0.96","0.0","0.0","0.0","0.0","0.0","28:03","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-07-14 18:03:37,false,"Pittsburgh Running","2.76","273","00:24:57","171","189","3.3","176","198","9:03","8:19","22","9","1.01","0.0","0.0","0.0","0.0","0.0","24:57","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-06-25 10:44:22,false,"Pittsburgh Running","5.01","445","00:46:05","153","168","3.1","179","188","9:12","8:21","38","38","0.98","0.0","0.0","0.0","0.0","0.0","46:05","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-06-22 15:00:27,false,"Pittsburgh Running","4.01","345","00:37:05","153","180","3.1","178","242","9:15","8:20","12","16","0.98","0.0","0.0","0.0","0.0","0.0","37:05","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-06-19 09:49:16,false,"Cobb County Running","4.01","354","00:35:16","161","178","3.4","176","184","8:48","8:19","67","69","1.04","0.0","0.0","0.0","0.0","0.0","35:16","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-06-18 08:55:35,false,"Cobb County Running","4.03","358","00:35:46","160","179","3.4","177","185","8:52","8:19","71","70","1.03","0.0","0.0","0.0","0.0","0.0","35:46","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-06-16 07:05:31,false,"Roswell Running","6.27","515","00:55:50","154","172","3.5","177","192","8:55","7:29","336","310","1.02","0.0","0.0","0.0","0.0","0.0","55:50","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-06-14 09:12:50,false,"Cobb County Running","4.02","351","00:35:43","160","171","3.3","178","186","8:53","8:19","72","70","1.02","0.0","0.0","0.0","0.0","0.0","35:43","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-06-12 15:24:27,false,"Pittsburgh Running","4.01","324","00:36:17","151","164","3.0","177","184","9:03","8:10","16","19","1.00","0.0","0.0","0.0","0.0","0.0","36:17","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-06-10 11:21:14,false,"Pittsburgh Running","3.50","300","00:31:15","158","178","3.1","179","190","8:55","6:26","28","22","1.01","0.0","0.0","0.0","0.0","0.0","31:15","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-06-09 10:34:42,false,"Pittsburgh Running","5.50","488","00:48:40","164","185","3.9","178","184","8:51","7:53","56","36","1.02","0.0","0.0","0.0","0.0","0.0","48:40","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-06-07 11:56:04,false,"Pittsburgh Running","4.50","367","00:40:26","153","171","3.2","177","184","8:59","8:14","19","26","1.01","0.0","0.0","0.0","0.0","0.0","40:26","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-06-05 10:28:33,false,"Pittsburgh Running","4.02","367","00:35:51","165","174","3.6","177","186","8:55","6:58","34","26","1.02","0.0","0.0","0.0","0.0","0.0","35:51","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-06-04 13:52:24,false,"Pittsburgh Running","4.50","388","00:40:47","159","177","3.4","175","182","9:04","7:42","10","16","1.01","0.0","0.0","0.0","0.0","0.0","40:47","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-06-02 12:17:52,false,"Pittsburgh Running","5.01","442","00:46:43","159","167","3.7","175","186","9:20","8:33","45","50","0.99","0.0","0.0","0.0","0.0","0.0","46:43","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-05-31 13:57:43,false,"Pittsburgh Running","4.02","431","00:37:24","180","189","4.5","175","180","9:18","7:23","--","4","0.99","0.0","0.0","0.0","0.0","0.0","37:24","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-05-30 10:44:32,false,"Pittsburgh Running","3.01","262","00:27:00","154","172","3.0","173","180","8:58","7:33","22","15","1.04","0.0","0.0","0.0","0.0","0.0","27:00","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-05-22 12:04:58,false,"Pittsburgh Running","4.01","381","00:36:33","165","176","3.6","177","186","9:07","8:04","22","23","1.00","0.0","0.0","0.0","0.0","0.0","36:33","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-05-20 14:21:44,false,"Pittsburgh Running","6.01","534","00:52:58","160","182","3.8","176","182","8:49","7:40","29","29","1.04","0.0","0.0","0.0","0.0","0.0","52:58","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-05-18 11:49:02,false,"Pittsburgh Running","5.01","445","00:44:54","158","176","3.5","176","184","8:58","7:51","43","50","1.02","0.0","0.0","0.0","0.0","0.0","44:54","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-05-17 12:15:38,false,"Pittsburgh Running","4.51","410","00:39:54","163","175","3.6","175","182","8:51","8:06","52","35","1.04","0.0","0.0","0.0","0.0","0.0","39:54","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-05-15 11:44:44,false,"Pittsburgh Running","4.01","377","00:36:58","161","188","3.5","172","180","9:13","8:13","13","16","1.01","0.0","0.0","0.0","0.0","0.0","36:58","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-05-13 13:35:30,false,"Pittsburgh Running","5.01","472","00:45:42","161","183","3.8","173","180","9:07","8:11","54","55","1.02","0.0","0.0","0.0","0.0","0.0","45:42","0:00","0.0","0:00","No","00:00.00","6","0.0"
